GrB WER CER EER NHU EHU CHU SMI CMI NCMI NMI WON EON WSU CSU ESU LSC NR SB SMR WB NCGeB CON
20171217 25.8 44.7 0 2.8 0.9 0.8 4 0 0.3 0.4 6.9 0.4 13.2 0.4 4 0.1 93 NA 55 92.3 11.5 19.1 2.8
20171218 19.4 18.5 0 4 0.4 0.8 2.9 0 0 0 0.4 0 11 0.3 3.3 0.1 43.4 NA 54.1 58 6.7 6.2 0.6
20171219 13 14 0 2.2 0.2 0.7 0.2 0 0 0 0 0 5.6 0 2.9 0.1 23.5 NA 40.1 57.2 7.6 4 0.1
20171220 17.2 24.6 0 3.7 0.5 1 0.3 0 0 0 0 0 7.5 0 3 0.1 41.7 NA 43.1 58.4 11.5 6.1 0.1
20171221 21 26.8 0 2.9 1.9 1.7 0.9 0 0 0 7 0 10 0.2 4.9 0.1 47.2 NA 51.5 59.3 8.6 8.1 0.2
20171222 27.9 6.4 0 0.8 0.9 0.7 1.3 0 0 0 3.7 0.3 5.7 0.2 5 0.1 24.8 NA 39.8 59.3 9.5 14.4 0.2
20171223 28.9 4.4 0 0.8 0.9 0.2 0.3 0 0 0 3.8 0 5.7 0.1 4.3 0.1 16.5 NA 39.4 60.8 9.7 11.3 0.2
20171224 36 7.8 0 0.8 0.8 0.3 0.2 0 0 0.2 2.3 0 5.7 0.8 4 0.1 19.3 NA 41.9 55.4 7.9 4.6 0.3
20171225 36.7 23.7 0 1 1 0.8 1 0 0.7 0.5 3.8 0 5.8 1.2 3.9 0.2 29.4 NA 42.7 76.6 10.2 13.3 0.3
20171226 40.4 34.8 0 2.2 2 1.4 2.4 0 0.9 1 11.7 0 6.3 5.3 7.8 0.3 27.7 NA 52.1 77 12.2 17.9 0.3
20171227 55.6 75.1 2 3.7 5.5 2.1 3.2 1.1 1 2.2 24.1 0 9.3 6.3 9.3 0.5 63.1 NA 56.6 81.3 18.9 32.3 1.5
20171228 58.1 80 5.5 9 8.6 3.1 10.9 6.2 2.9 2.8 29.7 1.6 13.3 4.8 11.2 1.9 79.3 NA 64.6 89.9 37.7 38.7 3.9
20171229 83.1 80.9 13.6 21.2 8 4.4 26.4 9.1 4.2 4.7 35.5 3.9 19.1 9.2 18 3.1 90 NA 78.2 92.9 45.3 29.1 8.6
20171230 71 84.8 15.7 30.8 7.8 4.6 27.6 6.8 1.9 2.1 41.4 4.1 21.8 2 9.5 1.3 93.9 NA 78.9 94 13.4 30.4 10.9
20171231 89 91.5 15.3 40.7 16.3 6.3 33.3 14.1 2.7 3.3 55.3 4.8 22 4.1 11.3 0.7 93.4 NA 84.8 97.7 35 42.1 11.4
20180101 92.7 97.2 24.9 37.3 12.9 11 20 15.5 4.1 4.3 57.3 8.6 31.2 5.5 11.4 2.2 99.3 NA 81.7 98.2 49.5 49.6 12.5
20180102 91.6 97.8 20.5 34.4 12.8 10.9 21.6 20.2 6.3 4.8 39.7 17.4 39.3 9.2 14.3 2.6 98.6 NA 82.9 98 73.3 50.4 15.6
20180103 93.1 92.1 39.3 30 13.6 14.1 24.2 24.6 10.5 4.5 38.8 43.5 44 5.7 12.6 3.2 99.1 NA 87.8 97.1 72.7 51.9 16.1
20180104 94.5 93.1 56.5 36.9 12.8 8 23.8 19.5 7.7 5.3 51.3 1.6 43.5 6.6 12.7 2.6 99.7 NA 86.5 99.1 54.1 44.6 7.1
20180105 91.7 89.5 81.7 50.2 13.7 15.2 36 33 16.3 6.7 62.7 2.9 39.9 13.1 17.1 4.5 98.3 NA 94.2 99.1 72.6 52.8 7.5
20180106 94.1 93 87.9 61.5 14.1 12.7 37.1 30.8 17.1 9.6 71.2 1.7 45.9 16.6 17.7 4.6 98.3 NA 96 98.7 71.8 56.3 6.9
20180107 96.1 93.6 90.8 67.7 12 4.9 40.3 33 9.8 4.5 38.6 13.1 65.2 20.5 21.2 7.6 98.3 NA 95.1 99.8 91.1 44.9 8.2
20180108 96.7 91.2 87.4 48.7 11.8 7.9 35.4 30 10.4 4.6 27.4 4.3 51.4 5 18.7 10.1 98.3 NA 88.5 99.8 85 32.1 9.9
20180109 92.7 90.5 78.8 40.7 11.6 8.8 23.2 13.4 0 2.3 31.1 3.7 44.4 0.1 9.1 5.9 99.7 NA 83.2 99.8 78 33.5 8.2
20180110 96.3 81.3 78.7 29.9 2.5 8.4 14.1 13.6 0 3.6 31.7 1.4 38.8 8.9 12.4 0.8 99.7 NA 65.7 99.8 57.2 32.4 3.1
20180111 95.2 75.3 74.4 52.8 3.7 7.6 18.3 3.6 0.7 0.5 27.3 0 38.2 7.1 12.1 1.1 99.8 NA 69.9 99.8 60.9 28.7 2.4
20180112 89.5 72.4 66.1 32.5 4.1 8.8 17.8 4.2 0.9 0.4 29.1 0 33.4 2.5 11.2 3 99.8 NA 70.3 99.8 59.2 29.6 0.3
20180113 95.7 81.1 69.4 57.6 12.9 8.1 19.1 20.8 4.8 3.4 61.8 2 35.5 18.4 19.6 5 99.6 NA 86.3 98.9 89.6 51.3 1.2
20180114 99.1 87.6 80.4 49.1 11.5 7.3 27.1 31.5 7.8 5.9 55.7 1.4 73.9 20.4 26.2 9.6 98.5 NA 89.3 99.7 92 54.9 7.7
20180115 99.1 92.4 91.8 80.8 7.6 13.8 38.3 33.3 6.6 1 53.5 1.4 81.9 23.7 31.3 8.7 99.6 NA 96.6 99.4 95.2 47.8 10.1
20180116 99.2 92.7 92.9 82.6 10.8 18 41.7 37.1 9.9 2.7 58.2 2 86.4 27.2 34.4 9.9 99.6 NA 96.6 100 87 64.8 12
20180117 99.5 93.1 94.3 73.8 13.1 23.3 43.2 27.2 7.3 7 63.6 3.2 79.5 16.4 19.8 10.1 99.7 NA 95.3 100 79.1 65.4 15.7
20180118 96.8 90.4 93 56.8 9.9 4.2 41.3 20.1 3.1 4.4 39.9 0 82.2 14.3 16.5 10.3 99.6 NA 90.2 100 84.3 40.9 8
20180119 95.3 91.2 93.8 80.1 8.4 5.1 36.1 13.1 1.2 4.8 41.6 1 48.1 12.4 19.6 5.3 99.6 NA 89.6 100 93.1 44.6 1.3
20180120 89.4 84 86.5 80.7 8.8 6.3 23 4.5 0.1 1 29.8 0 41.1 4.6 10.1 3.4 99.6 NA 80.3 100 86 34.7 0.4
20180121 92.5 83.9 85.4 79.4 5.9 7.7 22.6 2.1 0.3 1.5 32.8 0 39.2 2.8 9.4 5.7 99.6 NA 65.9 100 83.2 35.1 0.5
20180122 92.5 71 77.2 82.6 8.8 8.5 28 2.1 0.3 1.5 32.9 0 42.8 2.8 9.5 5.7 99.6 NA 75.4 100 83.2 37.4 0.7
20180123 93.8 71 75.9 80.7 8.7 7.7 28 2.2 0.5 3.1 39.6 0 42.4 2.3 9.5 5.8 99.6 NA 75.3 100 65 37.7 0.7
20180124 92.5 74.4 81.8 83.4 18.6 14.5 28.4 0.8 0.3 3.9 32.9 0 47.6 10.3 13.5 9.2 99.6 NA 80.5 100 85.7 54.3 1
20180125 93.6 75.5 66.3 77.2 18.4 29 27.1 1 0.6 6.4 53.8 0.7 57.9 15.8 17.3 14.3 92.7 NA 93.7 100 93.2 70.3 1.9
20180126 92.7 61.7 60.1 87.3 10.7 19.7 22.7 2.2 0.1 1 45.5 0 65.9 24.7 21.5 18.7 90.5 NA 91.4 100 93.1 58.8 5.6
20180127 87.5 58.3 55.9 85.7 5.9 18.3 20 1.2 0 0.5 40 0 60.4 10.6 10.7 4.8 90.5 NA 82.7 100 57.1 47.2 2.2
20180128 89.6 48.4 43.5 82.1 6.5 6.6 3.9 0.3 0.1 2 33.9 0 37.3 5.6 8.3 1.9 91.1 NA 60.4 100 65.9 37.9 0.5
20180129 89.4 59.2 50.3 81.5 15.7 8.9 4.7 0.8 0.6 3.2 38.8 0 42.5 17.4 15.7 2.4 94 NA 62.4 100 74.1 55.7 2.8
20180130 92.6 56.2 51.7 65.8 38.7 26.5 12.8 0.8 0.6 1.2 52.6 0 39.7 17.7 18.3 8.1 92.2 NA 72 99.9 94.1 53.4 3.5
20180131 92.7 73.5 59.9 71.9 28.1 18.8 17.1 3.5 1 0.9 45.7 0 38.7 33.2 21.9 17.6 92.7 NA 75.6 99.6 77.1 53.4 2.4
20180201 91.4 45.3 62.4 82.5 12.2 6.2 30.4 1.2 0.5 1.9 33.2 0 30.6 17.6 16.7 11.5 86.6 NA 71.8 99.9 71.8 49.9 0.5
20180202 96.4 52.6 54.8 82.2 40.7 18.6 32.2 10.9 1 6.5 46.7 0 45.8 47.2 24.3 11.5 96.6 NA 73.4 99.9 95.3 64.5 1.7
20180203 96.4 44.9 57.5 84.1 42.4 17.7 36.5 11.4 1.3 7.2 51.6 0 48.8 83.5 48.2 18.1 96.6 NA 73.4 99.9 94.8 64.9 1.1
20180204 98.2 68.1 84.4 83.2 48.6 25.4 51.6 11.2 4.9 12.7 68.9 0 39.3 83.8 52 30.5 96.9 NA 88.1 99.8 94.9 66.8 1.6
20180205 98.2 95.1 93.5 91.8 63.1 22.3 61.9 30.7 15.9 20.5 79.6 0.2 45.1 83.7 56.2 32.9 96.7 NA 93.6 99.9 95.6 77.4 3.7
20180206 98.3 91.8 93.5 92.7 55.3 29.6 46.9 33.9 17.7 16.9 71.7 1 53.7 84.1 61.6 37 96.7 NA 87.4 100 95.6 77.6 3
20180207 98.3 92.1 93.1 92.2 74.3 51.9 62.7 31.5 20.9 24.9 83.4 0.7 56.3 76.2 73.5 31.3 96.8 NA 94.2 100 95.6 84.8 3.3
20180208 98.3 89.4 90.3 92.1 64.5 25.6 61.8 32.4 19.5 31.1 82.4 1.9 62.8 71.4 78.7 29.6 100 NA 91.8 100 95.6 77.7 6.8
20180209 100 95.2 95.1 95.2 79.4 30.8 73.3 35.8 23 33.8 88.9 10.9 69.6 95 93.1 37.8 100 NA 97.5 100 95.6 84.8 11.6
20180210 100 95.2 95.1 95.2 82.7 37.1 75.8 32.1 21.4 43.7 91.9 5.7 67.8 76.4 86.1 52.3 100 NA 97.5 100 95.6 86.8 8.8
20180211 100 92.8 89.1 95.2 87.8 60.1 70.3 32.5 27.2 58.9 95.8 1.8 66.5 82.1 91 62.5 93.7 NA 97.5 100 95.6 94.5 4.4
20180212 100 87.2 89.8 88.6 88.9 60.3 66.7 32.6 16 23.9 95 1.3 63.2 65.1 86.3 57.4 92.9 NA 94.6 100 95.6 89.9 6.4
20180213 100 91.6 89.8 89 93.3 50.1 73.2 29 15.5 24.4 93.8 3 61.1 69.1 79.5 53.5 99.9 NA 92.3 100 98.7 91.3 5.7
20180214 99.6 92.6 93.8 92 67.5 25 83.6 34.9 12.9 8.5 89.8 1.6 61.6 47.2 81.1 52.6 99.9 NA 85.8 100 99.9 77.1 2.7
20180215 99.5 90.1 94.4 92.4 67.3 30.6 81.4 31 9.1 6.4 87.2 0.6 48.3 41.5 75.3 51.8 99.8 NA 80.7 100 99.8 74.5 1.2
20180216 98.9 87.6 89.5 91 60 27.9 52.5 25.1 1.6 10 90.7 0 51.7 74.7 84.8 48 99.8 NA 65 100 99.9 79.7 0.4
20180217 98.6 84.2 90.9 90.9 52.2 24.6 50.3 20.9 1.8 4 79.6 0 43.4 20.7 61.3 49.6 99.9 NA 65.9 100 99.9 78.9 0.4
20180218 98.3 68.6 91.7 88.5 34.2 14.1 32.6 15.5 0.8 3 72.1 0 47.7 15 58.1 51.3 95.1 NA 58.7 100 99.9 69.1 0.2
20180219 98.3 58.1 85.8 84.2 24.6 21.5 32 17.5 1 2.8 71.7 0 43.1 12.3 59.5 51.1 95.1 NA 50.9 100 98.9 66.6 0.2
20180220 98 52.9 78.6 82.3 39.4 25.8 43.8 13.1 0.9 4.5 80.5 0 41.6 57.6 67.4 52.7 94.5 NA 54.4 100 99.8 66.7 0.2
20180221 92.3 45.8 72.9 79.4 19.1 19.9 29.2 5 1 6.8 78.4 0 39.3 57.9 78.2 53.5 86.5 NA 65.5 100 99.9 71.7 0.2
20180222 95.1 60.8 82.5 83.3 37.5 26.7 32.7 16.9 4.1 12.1 87.4 0 49.6 54.8 72.9 62.1 87.3 NA 63.8 100 99.9 74.7 1.1
20180223 96.6 58.5 81.5 86.1 33 29.1 34.6 19 5.3 11.7 86.6 0 52.7 54.7 75.3 61.9 87.3 NA 64.3 100 99.7 75.1 1.1
20180224 93.7 64.6 83.8 83.7 12.6 21.9 23.9 1.4 0.9 5.2 73.3 0 47.6 69.5 87.7 62.1 87.3 NA 63.4 100 99.8 73.3 0.2
20180225 93.7 19.4 56.8 84.5 6.5 16.5 20.7 0.7 0.7 3.6 77 0 39.5 65 88.6 62.7 54.5 NA 43 100 99.8 58.3 0.2
20180226 88.1 13.2 52.3 75 11.5 15.5 18.1 0 0 1.4 48.7 0 39.7 15.4 71.5 57.4 60.3 NA 39.8 100 99.8 57.7 0.1
20180227 80.2 9.5 31.7 72.5 7.3 5.7 14.1 0 0 0.3 40.8 0 30.8 15.6 69.6 51.4 40.1 NA 36.6 100 90.7 54.7 0.1
20180228 82.9 8.6 28.5 73.9 5.8 6.7 12.6 0 0 1.1 50.8 0 29.1 15.2 66.4 52.4 27.9 NA 32.2 100 91.3 49.5 0.1
20180301 91.1 8.6 24.1 80.1 9.2 12.5 12 0 0 2.8 64.1 0 33.9 28.2 68.1 49.9 68.3 NA 42.6 100 91.3 55.6 0.5
20180302 83.9 2 22.7 71.8 6.6 11.8 9.3 0 0 5.1 68.9 0 46.3 43.4 71.9 48.5 27.2 NA 35.1 100 98.1 63.9 0.1
20180303 89.3 1.3 16.8 55.2 4.2 12.5 5.7 0 0 5.5 63 0 47.7 49.6 87.3 68.1 0 NA 15.4 100 98.1 67 0.1
20180304 90.4 0.7 13.1 49.3 4.1 12.7 4.2 0 0 7.5 67.4 0 18.6 61 88.7 60.2 0 NA 15.9 99.9 98.1 53 0.3
20180305 90.5 0.5 14.5 59.5 4.2 14.3 6.1 0 0 8.9 57.2 0 20.2 76.6 78.6 52.7 0 NA 14.4 99.9 98.1 51.9 0.3
20180306 86.5 0 16.5 54.8 5.2 13.5 7.6 0 0 5.8 52.5 0 21.1 37.3 55.9 40.8 0 NA 13.1 99.9 97.6 49.5 0.1
20180307 80.3 0 15.8 66.8 4 7.3 6.6 0 0 2.7 35.1 0 21 48.9 57.9 41.1 0 NA 4.4 99.9 97.7 47.1 0.1
20180308 85.4 0 9.1 80.1 6.8 12.6 8.1 0 0 4.2 48 0 19.3 12 54.4 50.6 0 NA 4.4 99.9 99.2 50.2 0
20180309 83 0 5.9 68.1 4.7 9.9 2.8 0 0 4.7 46.7 0 10.2 8.6 62.6 43.5 0 NA 4.4 99.8 96.2 47.8 0
20180310 77.8 0 4.7 55 2.5 4 2.7 0 0 1.8 25.5 0 10.3 11.1 71.7 37.2 0 NA 3.8 99.8 97.9 46.1 0
20180311 78.7 0 3.8 53.7 2.6 3.8 3.5 0 0 2.3 25.9 0 7.3 9.4 73.4 40.8 0 NA 5.4 99.8 97.9 45.1 0
20180312 86.9 0 3.9 56.3 3.2 3.1 3.3 0 0 2.3 28.2 0 7.2 3.9 72.1 71.7 0 NA 5.1 99.8 97.9 45.9 0
20180313 81.3 0 3.9 54.8 3.2 3.1 2.7 0 0 2 39.9 0 9.2 3.6 57.4 52.4 0 NA 3.9 99.8 97.9 58.7 0
20180314 81.3 0 3.7 53.9 4.2 1.4 2.4 0 0 0.9 30.1 0 10.1 6.3 54.3 49.4 0 NA 3.6 99 95.7 43.2 0.1
20180315 82.8 0 3.7 53.9 4.2 1.4 2.4 0 0 0.5 25.8 0 6.8 4.2 45.6 48.3 0 NA 3.6 99 95.7 55.6 0.1
20180316 83.1 0 3.5 54.9 3.1 3.7 2.1 0 0 2.8 30.5 0 5.6 10 43 47.7 0 NA 3 99 91.8 43.4 0
20180317 80.8 0 3.6 54 5 1.2 5.4 0 0 1.1 28.6 0 5.6 10.2 54 47 0 NA 4.6 98.7 95.4 36.3 0
20180318 80.7 0 3.5 54.2 5 1.1 3.6 0 0 0.8 27.3 0 10.8 6.8 55.8 55.2 0 NA 2.1 99 95.4 38.4 0
20180319 82.1 0 4 56.2 5 3.9 3.2 0 0 1 49 0 10.2 9.2 60.5 54.1 0 NA 5.6 99 94.9 50.5 0.1
20180320 78.9 0 12.8 69.3 2.6 6.1 3.2 0 0 1.5 45 0 10.9 7.8 63.2 57.8 0 NA 1 99.4 98.9 51.7 0.4
20180321 79.8 0 13.4 69.1 2.8 4.2 3.5 0 0 3.9 37.4 0 9.6 21.9 64.5 62.3 0 NA 0.4 99.1 98.8 52.4 0.1
20180322 74.1 0 8.4 44.8 3.3 4.1 3.3 0 0 3 32.3 0 5.9 15.3 65.2 57.8 0 NA 0.3 99.1 99.1 45.6 0
20180323 71.9 0 6.9 35.6 2.7 1.3 2.5 0 0 0.8 28.8 0 4.4 28.8 84.3 62.8 0 NA 0 99.1 99.6 37.4 0
20180324 71.6 0 7 39.3 2.1 1.6 2.3 0 0 1.2 22.6 0 4.8 34 74.6 56.4 0 NA 0 98.3 98.9 33.9 0
20180325 70.4 0 9.5 37.1 2.4 5.5 2.4 0 0 1.8 38.4 0 2.8 25.7 68.4 45.9 0 NA 0 98.3 98.6 37.1 0
20180326 71.7 0 12.6 41.3 3.4 1.5 5.4 0 0 2.4 35.4 0 5.5 15.5 46.4 35.6 0 NA 0 93.4 97 32.5 0.1
20180327 69.4 0 14.2 41.2 2.6 1.4 5.5 0 0 0.3 25.2 0 5.5 10.4 37.5 26.6 0 NA 0 93.4 89.5 32.5 0.1
20180328 75.9 0 9.4 43.3 3.5 0 4.2 0 0 0.1 22.2 0 4.1 16.1 37 31.2 0 NA 0 93.4 96 31.8 0
20180329 76.1 0 10.5 46.7 4.5 0 5.5 0 0 0.1 24.2 0 4.1 8.6 34.4 35.1 0 NA 0 93.4 96.1 32.8 0
20180330 67.8 0 9.9 44.1 0.9 0 3 0 0 0.8 22.6 0 4.1 2.5 29.2 26.5 0 NA 0 93.4 89.8 33.2 0
20180331 68.5 0 5.8 43 1.9 0 0.9 0 0 0.1 19.5 0 2.9 2.6 26.4 19.9 0 NA 0 93.7 94.5 28.1 0
20180401 73.6 0 2.9 33.7 3.7 0 0 0 0 0.3 18.7 0 0.8 4.4 32.8 24.2 0 NA 0 93.4 96.5 28.9 0
20180402 67.1 0 2.8 31.5 6.1 0 0 0 0 0.4 15.8 0 0.5 2.7 24.3 24.7 0 NA 0 93.4 93.8 29.5 0
20180403 58.8 0 3.3 31.8 3.5 0 0 0 0 0.1 9.8 0 0.8 2.8 19.1 17.3 0 NA 0 95 95.5 25.6 0
20180404 61.7 0 2.3 30.6 3.8 0 0 0 0 0.1 9.8 0 0.8 1.9 22.6 21.1 0 NA 0 95 95.8 29.8 0
20180405 54.3 0 0 7.8 1.1 0 0 0 0 0 4.3 0 0 1.8 13.7 9.3 0 NA 0 95 95.5 24.8 0
20180406 52.6 0 0 5.3 1.2 0 0 0 0 0 6.6 0 0 0.6 14.4 13.2 0 NA 0 87.7 97.4 24.5 0
20180407 49.6 0 0 3.4 2.8 0.2 0 0 0 0 2.7 0 0 1 12 9.9 0 NA 0 93.2 93.3 23.2 0
20180408 47 0 0 2.7 3.1 0.2 0 0 0 0.2 3.2 0 0 2.1 10.7 9.8 0 NA 0 93.2 93.3 23.9 0
20180409 53.9 0 0 3.7 4.1 0 0 0 0 0 3.7 0 0 50.9 61 44.2 0 NA 0 93.2 95.3 24.6 0
20180410 52.3 0 0 4.3 4 0 0 0 0 0 4 0 0 7 45.4 65.4 0 NA 0 93.2 95.3 24 0
20180411 53.6 0 0 3.2 3.1 0 0 0 0 0.1 3 0 0 3.2 22.2 57.9 0 NA 0 93.2 95.3 23.6 0
20180412 53.8 0 0 3.2 2.3 0 0 0 0 0.1 1.7 0 0 0.6 7.9 10.2 0 NA 0 92.1 95.3 21.4 0
20180413 55.8 0 0 3.2 1.6 0 0 0 0 0 3.1 0 0 0.9 8.7 8.6 0 NA 0 92.1 94.8 21.4 0
20180414 56 0 0 4.3 0.6 0 0 0 0 0 2.3 0 0 1.2 9.8 7.9 0 NA 0 84.9 94.8 22 0
20180415 56.1 0 0 6.3 2.3 0 0 0 0 0 5.6 0 0 1.8 11.9 10.3 0 NA 0 84.9 95.3 23.8 0
20180416 48 0 0 6.3 0.8 0 0 0 0 0 5.6 0 0 0.4 5.7 7.4 0 NA 0 84.9 94.1 23 0
20180417 39.6 0 0 2.7 3.2 0 0.5 0 0 1.2 7.6 0 0 0.4 5.9 5.5 0 NA 0 92 88.3 23.2 0
20180418 38.7 0 0 0 3.6 0 0.5 0 0 1.3 7.2 0 0 0.3 6.3 5.1 0 NA 0 92 88.4 23 0
20180419 27.9 0 0 0 2.4 0 0.1 0 0 0.5 0.5 0 0 0.8 6.5 3.8 0 NA 0 92 88 23.8 0
20180420 29 0 0 0 0.9 0 0 0 0 0 0.9 0 0 0.5 6.7 3.1 0 NA 0 90.2 86.9 22.1 0
20180421 35.4 0 0 0 1.7 0 0 0 0 0 1.7 0 0 0.9 8.6 3.6 0 NA 0 89.5 88 22 0
20180422 34.9 0 0 0.1 1.2 0.1 0 0 0 0 1.6 0 0 1.3 7.9 6.3 0 NA 0 88.5 92.8 21.9 0
20180423 32.8 0 0 0.2 0.5 0 0 0 0 0 2.7 0 0 1.4 7 6.3 0 NA 0 88.7 91.5 21.4 0
20180424 33.2 0 0 0.1 0.5 0 0 0 0 0 2.1 0 0 1.9 8 7.5 0 NA 0 88.7 93 22.3 0
20180425 33.5 0 0 0 0.5 0 0 0 0 0 1.3 0 0 0.8 7 6 0 NA 0 88.7 90.5 22.3 0
20180426 30.3 0 0 0 0.8 0 0 0 0 0 0.4 0 0 0.2 6.2 3.4 0 NA 0 89.6 87.9 20.5 0
20180427 19.1 0 0 0 0.3 0 0 0 0 0 0.1 0 0 0.1 5.5 2.2 0 NA 0 84.8 82.8 19.8 0
20180428 11.3 0 0 0 0.2 0 0 0 0 0 0.1 0 0 0.1 4.2 1.8 0 NA 0 81.6 74.6 19.7 0
20180429 9.9 0 0 0 0.3 0 0 0 0 0 0.1 0 0 0.1 4.1 2 0 NA 0 81.6 70.5 19.4 0
20180430 8 0 0 0 0.2 0 0 0 0 0 0.1 0 0 0 3.8 3 0 NA 0 81.6 69.5 19.3 0
20180501 8 0 0 0 0.1 0 0 0 0 0 0.1 0 0 0.1 4.4 9 0 NA 0 75.9 86 18.4 0
20180502 2.8 0 0 0 0 0 0 0 0 0 0.1 0 0 0.1 4 7.1 0 NA 0 74.6 80 18.7 0
20180503 6 0 0 0 0 0 0 0 0 0 0.1 0 0 0 3.8 3.7 0 NA 0 71.7 66.2 18.7 0
20180504 1.7 0 0 0 0 0 0 0 0 0 0.4 0 0 0 3.8 2.6 0 NA 0 62.6 68.5 17.2 0
20180505 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 3.3 1 0 NA 0 59.6 57.1 16.3 0
20180506 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.1 1.2 0 NA 0 70.3 58.4 16 0
20180507 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.1 1.4 0 NA 0 70.1 58 15.8 0
20180508 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.9 1.2 0 NA 0 61.7 52.3 12.6 0
20180509 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.9 1.1 0 NA 0 61.4 52.8 12.1 0
20180510 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.7 0.3 0 NA 0 52.7 39.9 8.6 0
20180511 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.3 0.2 0 NA 0 30.7 31.8 0.9 0
20180512 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.1 0 0 NA 0 0.5 17.7 0.3 0
20180513 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.9 0 0 NA 0 0 17.9 0.4 0
20180514 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.1 0 0 NA 0 0 11.3 0.1 0
20180515 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0 NA 0 0 11.1 0 0
20180516 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.7 0 0 NA 0 0 8 0 0
20180517 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.2 0 0 NA 0 0 7.9 0 0
20180518 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 2.8 0 0
20180519 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0
20180520 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0
20180521 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0
20181115 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0 NA 0 0 0 0 0
20181116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.2 0 0 NA 0 0 0 0 0
20181117 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0 0 NA 0 0.8 0.1 0 0
20181118 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 NA 0 4 0.1 0 0
20181119 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0 NA 0 3.9 0.1 0 0
20181120 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.1 0 0 NA 0 4.2 0.1 0 0
20181121 0 0 0 0 0.1 0 0 0 0 0 0 0 0 0 1.7 0 0 NA 0 5.8 0.1 0 0
20181122 2 0 0 0 0 0 0 0 0 0 0 0 0.5 0 2 0 0 NA 0 13.5 1.3 0 0
20181123 2.8 0 0 0 0.1 0 0 0 0 0 0 0 2.6 0 1.7 0 0 NA 5.2 14.3 2.6 0.9 0.1
20181124 1.3 0 0 0 0 0 0 0 0 0 0 0 2.6 0 1.7 0 0 NA 5.8 8.8 1.3 0 0
20181125 0.4 0 0 0 0 0 0 0 0 0 0 0 2.6 0 1.5 0 0 NA 1.8 8.8 1.3 0 0
20181126 0.1 0 0 0 0 0 0 0 0 0 0 0 2.5 0 1.3 0 0 NA 0.5 3.2 0 0.2 0
20181127 0.2 0 0 0 0 0 0 0 0 0 0 0 2.5 0 1.3 0 0 NA 0 3.7 0.2 0.3 0
20181128 0.4 0 0 0 0 0 0 0 0 0 0 0 2.5 0 1.5 0 0 NA 0 3.8 0.4 0.3 0
20181129 4.4 0 0 0 0 0 0 0 0 0 0 0 2.2 0 1.6 0 0 NA 8.5 3.4 1.4 0.3 0
20181130 5.4 0 0 0 0 0 0 0 0 0 0 0 1.6 0 1.6 0 0 NA 10.6 5.7 1.6 0.6 0
20181201 3.2 0 0 0 0 0 0 0 0 0 0 0 1.6 0 1.7 0 0 NA 4.5 7.4 1.2 0.5 0
20181202 1.6 0 0 0 0 0 0 0 0 0 0 0 1.1 0 1.7 0 0 NA 0 8.6 0.7 0.5 0
20181203 1.6 0 0 0 0 0 0 0 0 0 0 0 1.1 0 1.8 0 0 NA 0 8.6 0.7 0.5 0
20181204 1.8 0 0 0 0 0 0 0 0 0 0 0 0.5 0 2 0 0 NA 0 9.6 1.1 0.7 0
20181205 1.5 0 0 0 0 0 0 0 0 0 0 0 0.5 0 2.2 0 0 NA 0 11.1 2.1 0.9 0
20181206 1.7 0 0 0 0 0 0 0 0 0 0 0 0.5 0 2.4 0 0 NA 0 12.2 2.5 1.2 0
20181207 8.2 0 0 0 0 0 0 0 0 0 0 0 0.1 0 3.1 0.3 0 NA 2.7 38.2 11.8 4.5 0
20181208 18.5 0 0 0 0 0 0 0 0 0 0 0 0.1 0 3.1 0.1 0 NA 5.1 39.3 3.5 4.1 0
20181209 22.2 0 0 0 0 0 0 0 0 0 0 0 0.2 0 2.9 0.1 0 NA 31.5 39.6 2.1 4.1 0
