Master List of stations from stndata files. This is a template for the
GHCND data extraction/processing program.

Column 2 specifies which data can be extracted for each station.
The interpretation of this string of characters is:
  position 1 = TMIN
  position 2 = TMAX
  position 3 = PREC
  position 4 = TAVG
  position 5 = DEWP
  position 6 = WIND
  position 7 = CLDC
e.g. We may want to use everything EXCEPT precipitation, in which case
the string will be YY.YYYY
Y (upper or lower case) means yes (use it) while anything else means no.
A dot is used for no in hopes of making it easier to visualize at a glance.

The station name is also for user convenience and is not used.

The excluded years section for each station is usually blank, but in
some cases the station is one that we want to use except for a specific
period(s) during which it had obvious bad data.
If there are multiple periods they need to be separated by semicolons
Note that if an excluded period is specified it will apply to ALL data types.

station_id,   Latitude,  Longitude, UseData, station_name,              excluded_years
USC00212246 ,    46.768,   -92.090, YYY...., DULUTH HARBOR STN        , 1993-1998
USC00212555 ,    47.972,   -91.449, YYY...., ELY 25E                  , 
USC00212576 ,    47.643,   -92.226, YYY...., EMBARRASS                , 
USC00212645 ,    47.458,   -92.530, YYY...., EVELETH WWTP             , 
USC00212842 ,    46.973,   -92.870, YYY...., FLOODWOOD 3 NE           , 
USC00213282 ,    47.752,   -90.328, YYY...., GRAND MARAIS             , 
USC00213296 ,    47.971,   -89.691, YYY...., GRAND PORTAGE            , 
USC00213303 ,    47.244,   -93.498, YYY...., GRAND RPDS FOREST LAB    , 
USC00213417 ,    48.160,   -90.884, YYY...., GUNFLINT LAKE 10 NW      , 1996-1999
USC00213727 ,    47.433,   -92.967, YYY...., HIBBING PWR SUBSTN       , 
USC00213921 ,    47.583,   -92.133, YYY...., HOYT LAKES 5 N           , 
USC00214096 ,    46.983,   -92.233, ..Y...., ISLAND LAKE RSVR         , 
USC00214918 ,    47.698,   -90.666, YYY...., LUTSEN 3NNE              , 
USC00215020 ,    47.467,   -92.983, YYY...., MAHONING MINE            , 
USC00215298 ,    46.983,   -92.733, YYY...., MEADOWLANDS 9 S          , 
USC00215598 ,    46.438,   -92.758, YYY...., MOOSE LAKE 1 SSE         , 
USC00217460 ,    46.795,   -93.321, YYY...., SANDY LAKE DAM LIBBY     , 
USC00218307 ,    47.800,   -92.287, YYY...., TOWER DNR                , 
USC00218311 ,    47.782,   -92.278, YYY...., TOWER 2S                 , 
USC00218419 ,    47.026,   -91.665, YYY...., TWO HARBORS              , 
USC00218421 ,    47.125,   -91.707, YYY...., TWO HARBORS 7NW          , 
USC00218543 ,    47.500,   -92.550, YYY...., VIRGINIA                 , 
USC00218939 ,    47.283,   -92.183, ..Y...., WHITEFACE RSVR           , 
USC00219101 ,    47.933,   -91.767, YYY...., WINTON PWR PLT           , 
USC00219134 ,    47.450,   -91.217, YYY...., WOLF RIDGE ELC           , 
USC00219173 ,    46.680,   -92.954, YYY...., WRIGHT 3 E               , 
USC00300023 ,    42.101,   -77.234, YYY...., ADDISON                  , 1980-1997
USC00300055 ,    43.263,   -78.199, YYY...., ALBION                   , 
USC00300077 ,    44.333,   -75.917, YYY...., ALEXANDRIA BAY 1 SW      , 
USC00300085 ,    42.280,   -77.766, YYY...., ALFRED                   , 
USC00300093 ,    42.100,   -78.750, YYY...., ALLEGANY SP              , 
USC00300183 ,    42.311,   -78.023, YYY...., ANGELICA                 , 
USC00300220 ,    42.535,   -78.457, YYY...., ARCADE                   , 
USC00300321 ,    42.933,   -76.545, YYY...., AUBURN                   , 
USC00300331 ,    42.734,   -76.659, YYY...., AURORA RSCH FARM         , 
USC00300343 ,    42.920,   -77.756, YYY...., AVON                     , 
USC00300379 ,    43.150,   -76.333, ..Y...., BALDWINSVILLE            , 
USC00300412 ,    43.367,   -78.483, ..Y...., BARKER 4 NE              , 
USC00300443 ,    43.030,   -78.168, YYY...., BATAVIA                  , 
USC00300448 ,    42.349,   -77.348, YYY...., BATH                     , 
USC00300608 ,    43.532,   -75.953, ..Y...., BENNETTS BRG             , 
USC00300613 ,    42.856,   -78.396, ..Y...., BENNINGTON               , 
USC00300681 ,    42.100,   -75.900, ..Y...., BINGHAMTON SUSQ RVR      , 
USC00300706 ,    44.000,   -75.817, ..Y...., BLACK RIVER 1 SW         , 
USC00300766 ,    42.123,   -78.206, YYY...., BOLIVAR                  , 
USC00300816 ,    42.367,   -77.100, ..Y...., BRADFORD                 , 
USC00300817 ,    42.383,   -77.117, ..Y...., BRADFORD 1 NW            , 
USC00300870 ,    43.239,   -76.196, ..Y...., BREWERTON LOCK 23        , 
USC00300921 ,    42.700,   -77.383, ..Y...., BRISTOL SPRINGS          , 
USC00300937 ,    43.216,   -77.953, YYY...., BROCKPORT                , 
USC00301032 ,    42.417,   -76.833, ..Y...., BURDETT 1 NE             , 
USC00301110 ,    43.331,   -75.842, YYY...., CAMDEN                   , 
USC00301152 ,    42.845,   -77.281, YYY...., CANANDAIGUA 3 S          , 
USC00301156 ,    42.467,   -77.783, ..Y...., CANASERAGA               , 
USC00301160 ,    43.083,   -75.767, ..Y...., CANASTOTA                , 
USC00301168 ,    42.194,   -76.313, ..Y...., CANDOR 2SE               , 
USC00301173 ,    42.261,   -77.616, ..Y...., CANISTEO 1 SW            , 
USC00301265 ,    42.948,   -76.734, ..Y...., CAYUGA LOCK #1           , 
USC00301413 ,    42.002,   -76.638, ..Y...., CHEMUNG                  , 
USC00301492 ,    42.543,   -75.895, ..Y...., CINCINNATUS              , 
USC00301580 ,    43.059,   -76.838, ..Y...., CLYDE LOCK 26            , 
USC00301603 ,    42.467,   -77.500, ..Y...., COHOCTON SCS             , 
USC00301623 ,    42.663,   -78.683, YYY...., COLDEN 1 N               , 
USC00301625 ,    42.647,   -78.711, YYY...., COLDEN 1W                , 
USC00301787 ,    42.134,   -77.069, YYY...., CORNING                  , 
USC00301799 ,    42.600,   -76.183, YYY...., CORTLAND                 , 
USC00301974 ,    42.565,   -77.718, YYY...., DANSVILLE                , 
USC00302071 ,    42.700,   -79.000, YYY...., DERBY 2 NW               , 
USC00302079 ,    42.817,   -75.883, ..Y...., DE RUYTER 4 N            , 
USC00302277 ,    42.900,   -77.433, ..Y...., EAST BLOOMFIELD          , 
USC00302356 ,    42.717,   -76.117, ..Y...., EAST HOMER 2             , 
USC00302599 ,    42.850,   -78.633, YYY...., ELMA                     , 
USC00302610 ,    42.100,   -76.836, YYY...., ELMIRA                   , 
USC00302627 ,    42.086,   -76.088, YYY...., ENDICOTT                 , 
USC00303025 ,    42.329,   -78.464, YYY...., FRANKLINVILLE            , 
USC00303033 ,    42.450,   -79.312, YYY...., FREDONIA                 , 
USC00303050 ,    42.519,   -76.331, ..Y...., FREEVILLE 1 NE           , 
USC00303065 ,    42.138,   -78.237, ..Y...., FRIENDSHIP 7 SW          , 
USC00303087 ,    43.305,   -76.394, ..Y...., FULTON                   , 
USC00303124 ,    42.700,   -77.400, YYY...., GANNETT HILL             , 
USC00303128 ,    43.000,   -77.783, ..Y...., GARBUTT                  , 
USC00303177 ,    42.883,   -77.000, YYY...., GENEVA EXP STN           , 
USC00303184 ,    42.877,   -77.031, YYY...., GENEVA RSCH FARM         , 
USC00303346 ,    44.354,   -75.512, YYY...., GOUVERNEUR 3 NW          , 
USC00303354 ,    42.483,   -78.933, YYY...., GOWANDA CORRECTIONAL     , 
USC00303444 ,    42.324,   -75.771, ..Y...., GREENE                   , 
USC00303520 ,    42.667,   -77.767, ..Y...., GROVELAND                , 
USC00303602 ,    42.817,   -75.533, YYY...., HAMILTON                 , 
USC00303722 ,    42.421,   -77.567, ..Y...., HASKINVILLE              , 
USC00303766 ,    42.500,   -76.883, ..Y...., HECTOR                   , 
USC00303773 ,    42.774,   -77.608, YYY...., HEMLOCK                  , 
USC00303851 ,    43.575,   -75.521, ..Y...., HIGHMARKET               , 
USC00303955 ,    42.791,   -77.513, YYY...., HONEOYE                  , 
USC00303961 ,    43.852,   -75.716, ..Y...., HOOKER 12 NNW            , 
USC00303983 ,    42.349,   -77.704, ..Y...., HORNELL ALMOND DAM       , 1949-1952
USC00304174 ,    42.449,   -76.449, YYY...., ITHACA CORNELL UNIV      , 
USC00304206 ,    42.100,   -79.250, YYY...., JAMESTOWN                , 
USC00304207 ,    42.110,   -79.159, YYY...., JAMESTOWN 4 ENE          , 
USC00304715 ,    43.183,   -79.050, YYY...., LEWISTON 1 N             , 
USC00304754 ,    42.700,   -75.883, ..Y...., LINCKLAEN                , 
USC00304767 ,    42.883,   -78.167, ..Y...., LINDEN                   , 
USC00304772 ,    42.064,   -77.147, ..Y...., LINDLEY 2N               , 
USC00304782 ,    42.350,   -76.000, ..Y...., LISLE                    , 
USC00304808 ,    42.247,   -78.812, YYY...., LITTLE VALLEY            , 
USC00304836 ,    42.670,   -76.472, ..Y...., LOCKE 2 W                , 
USC00304844 ,    43.188,   -78.609, YYY...., LOCKPORT 4E              , 
USC00304849 ,    43.200,   -78.633, YYY...., LOCKPORT 4 NE            , 
USC00304952 ,    43.073,   -77.302, ..Y...., MACEDON                  , 
USC00305171 ,    43.000,   -76.767, ..Y...., MAYS POINT LOCK 25       , 
USC00305233 ,    42.442,   -76.759, YYY...., MECKLENBURG 4SW          , 
USC00305512 ,    42.842,   -75.726, YYY...., MORRISVILLE 6 SW         , 
USC00305597 ,    42.731,   -77.905, YYY...., MT MORRIS 2 W            , 
USC00305604 ,    42.450,   -76.367, YYY...., MT PLEASANT FARM         , 
USC00305635 ,    42.617,   -77.400, YYY...., NAPLES                   , 
USC00305673 ,    42.324,   -78.867, ..Y...., CATTARAUGUS              , 
USC00305679 ,    43.047,   -77.084, ..Y...., NEWARK                   , 
USC00305751 ,    43.210,   -75.645, ..Y...., NEW LONDON LOCK NO 22    , 
USC00305840 ,    43.114,   -78.935, YYY...., NIAGARA FALLS INTL AP    , 
USC00306047 ,    43.057,   -78.862, YYY...., N TONAWANDA              , 
USC00306085 ,    42.512,   -75.520, YYY...., NORWICH                  , 
USC00306196 ,    42.074,   -78.452, ..Y...., OLEAN                    , 
USC00306314 ,    43.462,   -76.493, YYY...., OSWEGO E                 , 
USC00306346 ,    42.617,   -76.817, ..Y...., OVID 4 S                 , 
USC00306356 ,    42.081,   -76.318, ..Y...., OWEGO 3 WSW              , 
USC00306464 ,    42.911,   -77.981, YYY...., PAVILION 2NE             , 2010-2019
USC00306510 ,    42.671,   -77.063, YYY...., PENN YAN                 , 
USC00306525 ,    42.465,   -79.003, ..Y...., PERRYSBURG               , 
USC00306745 ,    42.570,   -78.041, ..Y...., PORTAGEVILLE             , 
USC00306831 ,    42.533,   -77.300, ..Y...., PRATTSBURG 2 NW          , 
USC00306867 ,    43.570,   -76.116, YYY...., PULASKI                  , 
USC00307329 ,    42.426,   -78.192, ..Y...., RUSHFORD                 , 
USC00307400 ,    42.151,   -78.720, YYY...., SALAMANCA 2              , 
USC00307557 ,    42.167,   -77.983, ..Y...., SCIO                     , 1947-1953
USC00307705 ,    42.677,   -75.507, YYY...., SHERBURNE                , 
USC00307713 ,    42.157,   -79.594, ..Y...., SHERMAN                  , 
USC00307750 ,    42.538,   -79.170, ..Y...., SILVER CREEK             , 
USC00307772 ,    42.279,   -79.266, ..Y...., SINCLAIRVILLE            , 
USC00307780 ,    42.946,   -76.431, ..Y...., SKANEATELES              , 1998-2004
USC00307842 ,    43.236,   -77.084, YYY...., SODUS 1W                 , 
USC00308058 ,    42.717,   -78.600, YYY...., SOUTH WALES EMERY PARK   , 
USC00308088 ,    42.250,   -76.500, YYY...., SPENCER 2 N              , 
USC00308152 ,    42.983,   -78.083, YYY...., STAFFORD                 , 
USC00308455 ,    44.276,   -75.837, ..Y...., THERESA 4NW              , 
USC00308594 ,    42.067,   -77.483, ..Y...., TROUPSBURG 4 NE          , 
USC00308611 ,    42.717,   -76.017, ..Y...., TRUXTON                  , 
USC00308625 ,    42.833,   -76.033, ..Y...., TULLY 4 NE               , 
USC00308627 ,    42.760,   -76.080, YYY...., TULLY HEIBERG FOREST     , 
USC00308831 ,    42.100,   -76.050, ..Y...., VESTAL 2                 , 
USC00308839 ,    43.004,   -77.447, ..Y...., VICTOR 2NW               , 
USC00308910 ,    42.739,   -78.588, YYY...., WALES                    , 1947-1953
USC00308962 ,    42.686,   -78.220, YYY...., WARSAW 6 SW              , 
USC00308987 ,    42.901,   -76.864, ..Y...., WATERLOO                 , 
USC00309000 ,    43.976,   -75.875, YYY...., WATERTOWN                , 
USC00309047 ,    42.002,   -76.525, YYY...., WAVERLY                  , 
USC00309055 ,    44.356,   -75.929, YYY...., WELLESLEY ISLAND         , 
USC00309072 ,    42.117,   -77.948, YYY...., WELLSVILLE               , 
USC00309076 ,    42.167,   -77.983, ..Y...., WELLSVILLE 4 NNW         , 
USC00309125 ,    42.217,   -77.417, ..Y...., WEST CAMERON             , 
USC00309189 ,    42.296,   -79.586, YYY...., WESTFIELD 2 SSE          , 
USC00309425 ,    42.060,   -77.755, ..Y...., WHITESVILLE 1N           , 
USC00309437 ,    42.333,   -75.967, ..Y...., WHITNEY POINT LAKE       , 
USC00309507 ,    43.250,   -78.833, ..Y...., WILSON 4 S               , 
USC00309533 ,    42.517,   -78.050, YYY...., WISCOY 1 E               , 
USC00309544 ,    43.250,   -76.867, ..Y...., WOLCOTT 3 NW             , 
USC00330061 ,    41.080,   -81.517, YYY...., AKRON                    , 
USC00330195 ,    41.167,   -81.083, YYY...., APCO RAVENNA ARSENAL     , 
USC00330251 ,    40.867,   -82.300, ..Y...., ASHLAND                  , 
USC00330256 ,    40.833,   -82.350, YYY...., ASHLAND 2 SW             , 
USC00330264 ,    41.850,   -80.800, YYY...., ASHTABULA                , 
USC00330298 ,    40.517,   -81.283, ..Y...., ATWOOD LAKE              , 
USC00330493 ,    40.633,   -81.567, ..Y...., BEACH CITY LAKE          , 
USC00330563 ,    40.354,   -83.775, YYY...., BELLEFONTAINE            , 
USC00330823 ,    40.650,   -81.433, ..Y...., BOLIVAR DAM              , 
USC00330862 ,    41.383,   -83.611, YYY...., BOWLING GREEN WWTP       , 
USC00331072 ,    40.812,   -82.970, YYY...., BUCYRUS                  , 
USC00331245 ,    41.017,   -80.767, YYY...., CANFIELD 1 S             , 
USC00331315 ,    40.617,   -81.067, ..Y...., CARROLLTON 3 NNE         , 
USC00331353 ,    41.550,   -82.850, YYY...., CATAWBA ISLAND 1 SW      , 
USC00331390 ,    40.569,   -84.537, YYY...., CELINA 3 NE              , 
USC00331458 ,    41.583,   -81.183, YYY...., CHARDON                  , 
USC00331466 ,    40.740,   -82.357, YYY...., CHARLES MILL LAKE        , 
USC00331541 ,    41.052,   -81.936, YYY...., CHIPPEWA LAKE            , 
USC00331612 ,    41.150,   -82.383, ..Y...., CLARKSFIELD 1 SE         , 
USC00332044 ,    40.440,   -82.304, YYY...., DANVILLE 2 W             , 
USC00332098 ,    41.278,   -84.385, YYY...., DEFIANCE                 , 
USC00332119 ,    40.318,   -83.074, YYY...., DELAWARE                 , 
USC00332124 ,    40.354,   -83.071, ..Y...., DELAWARE LAKE            , 
USC00332251 ,    41.683,   -80.667, YYY...., DORSET                   , 
USC00332272 ,    40.567,   -81.417, ..Y...., DOVER DAM                , 
USC00332580 ,    41.017,   -80.850, ..Y...., ELLSWORTH                , 
USC00332599 ,    41.381,   -82.056, YYY...., ELYRIA 3 E               , 
USC00332603 ,    41.300,   -82.117, ..Y...., ELYRIA 4 S               , 
USC00332791 ,    41.046,   -83.662, YYY...., FINDLAY WPCC             , 
USC00332847 ,    41.283,   -82.400, ..Y...., FLORENCE 3 SSE           , 
USC00332895 ,    40.410,   -84.786, ..Y...., FT RECOVERY              , 
USC00332956 ,    40.417,   -82.533, YYY...., FREDERICKTOWN 4 S        , 1996-2012
USC00332974 ,    41.333,   -83.119, YYY...., FREMONT                  , 
USC00332976 ,    41.312,   -83.172, YYY...., FREMONT AG STN           , 
USC00333021 ,    40.723,   -82.800, ..Y...., GALION WTR WKS           , 
USC00333094 ,    41.767,   -81.000, YYY...., GENEVA 4 SW              , 
USC00333375 ,    40.103,   -84.650, YYY...., GREENVILLE WTP           , 
USC00333393 ,    40.552,   -82.201, ..Y...., GREER                    , 
USC00333421 ,    41.019,   -84.477, ..Y...., GROVER HILL              , 
USC00333722 ,    41.288,   -84.760, YYY...., HICKSVILLE               , 1973-1976
USC00333780 ,    41.307,   -81.013, YYY...., HIRAM                    , 
USC00333874 ,    41.217,   -83.767, YYY...., HOYTVILLE 2 NE           , 
USC00333915 ,    40.480,   -83.813, ..Y...., HUNTSVILLE 3N            , 
USC00334189 ,    40.649,   -83.606, YYY...., KENTON                   , 
USC00334319 ,    41.250,   -82.100, ..Y...., LAGRANGE 1 NE            , 2010-2014
USC00334363 ,    40.517,   -83.883, ..Y...., LAKEVIEW 3 NE            , 
USC00334409 ,    40.583,   -83.383, ..Y...., LA RUE                   , 
USC00334551 ,    40.725,   -84.129, YYY...., LIMA WWTP                , 
USC00334728 ,    40.833,   -81.250, ..Y...., LOUISVILLE               , 
USC00334874 ,    40.767,   -82.617, YYY...., MANSFIELD 5 W            , 
USC00334942 ,    40.617,   -83.133, YYY...., MARION 2 N               , 
USC00334967 ,    40.883,   -81.733, ..Y...., MARSHALLVILLE 1 SSW      , 
USC00334979 ,    40.241,   -83.367, YYY...., MARYSVILLE               , 
USC00335315 ,    40.769,   -80.856, YYY...., MILLPORT 4 NE            , 
USC00335356 ,    41.150,   -80.783, YYY...., MINERAL RIDGE WTR WKS    , 
USC00335406 ,    40.733,   -82.150, ..Y...., MOHICANVILLE DAM         , 
USC00335438 ,    41.586,   -84.623, YYY...., MONTPELIER               , 2012-2015
USC00335505 ,    41.299,   -80.765, YYY...., MOSQUITO CREEK LAKE      , 
USC00335535 ,    40.550,   -82.817, ..Y...., MT GILEAD LAKES PRK      , 
USC00335664 ,    41.383,   -84.117, YYY...., NAPOLEON                 , 
USC00335669 ,    41.394,   -84.114, YYY...., NAPOLEON                 , 
USC00336118 ,    41.267,   -82.617, YYY...., NORWALK WWTP             , 
USC00336196 ,    41.267,   -82.217, YYY...., OBERLIN                  , 
USC00336342 ,    41.032,   -84.054, ..Y...., OTTAWA                   , 1992-1997
USC00336346 ,    41.600,   -83.200, YYY...., OTTAWA NWR               , 
USC00336389 ,    41.752,   -81.296, YYY...., PAINESVILLE 4 NW         , 
USC00336405 ,    40.946,   -83.961, YYY...., PANDORA                  , 
USC00336465 ,    41.125,   -84.592, YYY...., PAULDING                 , 
USC00336645 ,    40.153,   -84.237, ..Y...., PIQUA                    , 
USC00336697 ,    40.055,   -84.358, ..Y...., PLEASANT HILL            , 
USC00336702 ,    40.617,   -82.333, ..Y...., PLEASANT HILL LAKE       , 
USC00336729 ,    40.983,   -82.700, YYY...., PLYMOUTH 2 WSW           , 
USC00336861 ,    40.483,   -83.200, ..Y...., PROSPECT                 , 
USC00336882 ,    41.650,   -82.800, YYY...., PUT-IN-BAY               , 
USC00336949 ,    41.133,   -81.283, ..Y...., RAVENNA 2 S              , 1947-1952
USC00337303 ,    41.050,   -82.350, ..Y...., RUGGLES 2 NE             , 
USC00337383 ,    40.545,   -84.438, ..Y...., ST MARYS 3 W             , 2010-2019
USC00337400 ,    40.139,   -83.929, ..Y...., ST PARIS 2 NE            , 
USC00337693 ,    40.271,   -84.151, YYY...., SIDNEY 1 S               , 
USC00337700 ,    40.317,   -84.167, YYY...., SIDNEY 2 N               , 
USC00338110 ,    41.536,   -84.422, ..Y...., STRYKER                  , 
USC00338313 ,    41.117,   -83.167, YYY...., TIFFIN                   , 
USC00338353 ,    40.683,   -83.483, YYY...., TOLEDO CG STN            , 
USC00338366 ,    41.650,   -83.533, YYY...., TOLEDO BLADE             , 1994-2000
USC00338534 ,    40.833,   -83.283, YYY...., UPPER SANDUSKY           , 
USC00338609 ,    40.849,   -84.581, YYY...., VAN WERT 1 S             , 
USC00338642 ,    40.220,   -84.482, ..Y...., VERSAILLES               , 
USC00338769 ,    41.202,   -80.811, YYY...., WARREN 3 S               , 
USC00338774 ,    41.217,   -80.800, ..Y...., WARREN OHIO EDISON       , 
USC00338822 ,    41.518,   -84.145, YYY...., WAUSEON WTP              , 
USC00339190 ,    41.667,   -81.433, ..Y...., WILLOWGHBY EAST LAKE     , 
USC00339312 ,    40.783,   -81.917, YYY...., WOOSTER EXP STATION      , 
USC00339322 ,    40.783,   -81.933, YYY...., WOOSTER 2 SE             , 
USC00360310 ,    41.683,   -78.117, ..Y...., AUSTIN 4 NNW             , 
USC00360313 ,    42.000,   -77.533, YYY...., AUSTINBURG 2 W           , 1947-1954
USC00360867 ,    41.950,   -78.650, ..Y...., BRADFORD CNTRL FS        , 
USC00360868 ,    41.898,   -78.714, YYY...., BRADFORD 4SW RES 5       , 
USC00361262 ,    41.617,   -77.750, ..Y...., CARTER CAMP 2 W          , 
USC00361301 ,    41.522,   -77.448, ..Y...., CEDAR RUN (RIVER)        , 
USC00361362 ,    41.930,   -79.297, YYY...., CHANDLERS VALLEY 1SE     , 
USC00361719 ,    41.733,   -80.283, YYY...., CONNEAUTVILLE 4 ESE      , 
USC00361720 ,    41.750,   -80.367, YYY...., CONNEAUTVILLE            , 
USC00361790 ,    41.917,   -79.633, YYY...., CORRY                    , 
USC00361802 ,    41.775,   -78.042, YYY...., COUDERSPORT 1 SW         , 
USC00361806 ,    41.833,   -78.067, YYY...., COUDERSPORT 4 NW         , 
USC00361809 ,    41.767,   -77.883, ..Y...., COUDERSPORT 7 E          , 
USC00361810 ,    41.739,   -77.971, YYY...., COUDERSPORT 7SE          , 
USC00361838 ,    41.990,   -77.157, YYY...., COWANESQUE DAM           , 
USC00362629 ,    41.507,   -78.228, YYY...., EMPORIUM                 , 
USC00362633 ,    41.517,   -78.217, YYY...., EMPORIUM 1 E             , 
USC00362814 ,    41.217,   -80.517, YYY...., FARRELL SHARON           , 
USC00363130 ,    41.736,   -77.652, ..Y...., GALETON                  , 
USC00363158 ,    41.817,   -79.450, ..Y...., GARLAND 1 SW             , 
USC00363526 ,    41.417,   -80.367, YYY...., GREENVILLE 2 NE          , 
USC00364325 ,    41.499,   -80.468, YYY...., JAMESTOWN 2 NW           , 
USC00364873 ,    41.967,   -77.133, YYY...., LAWRENCEVILLE 2 S        , 
USC00364983 ,    41.867,   -78.650, ..Y...., LEWIS RUN                , 
USC00364984 ,    41.842,   -78.643, ..Y...., LEWIS RUN 3 SE           , 
USC00365050 ,    41.646,   -80.425, YYY...., LINESVILLE 1 S           , 
USC00365606 ,    41.633,   -80.167, YYY...., MEADVILLE 1 S            , 
USC00365651 ,    41.225,   -80.235, YYY...., MERCER                   , 2008-2010
USC00366396 ,    42.200,   -79.817, ..Y...., NORTH EAST 2 SE          , 
USC00366621 ,    41.917,   -76.267, ..Y...., ORWELL 3 N               , 
USC00366622 ,    41.917,   -76.300, ..Y...., ORWELL 2 NW              , 
USC00366649 ,    41.924,   -78.007, ..Y...., OSWAYO 1 ENE             , 
USC00367103 ,    41.816,   -78.287, YYY...., PORT ALLEGANY            , 
USC00367310 ,    41.850,   -77.867, ..Y...., RAYMOND                  , 
USC00367425 ,    41.900,   -78.533, ..Y...., REW                      , 
USC00367728 ,    41.967,   -79.183, ..Y...., RUSSELL 3 NW             , 
USC00367729 ,    41.938,   -79.133, ..Y...., RUSSELL RIVER            , 
USC00367730 ,    41.842,   -77.476, ..Y...., SABINSVILLE 3 SE         , 
USC00368361 ,    41.816,   -80.425, YYY...., SPRINGBORO 3 WNW         , 
USC00368868 ,    41.898,   -77.142, YYY...., TIOGA HAMMOND DAM        , 
USC00368888 ,    41.630,   -79.693, YYY...., TITUSVILLE WTR WKS       , 
USC00368959 ,    41.790,   -76.772, ..Y...., TROY 1 NE                , 
USC00369002 ,    41.900,   -78.267, ..Y...., TURTLEPOINT 4 NE         , 
USC00369042 ,    41.900,   -79.861, ..Y...., UNION CITY FILTRATION PLA, 
USC00369408 ,    41.700,   -77.387, YYY...., WELLSBORO 4 SW           , 
USC00470239 ,    45.161,   -89.113, YYY...., ANTIGO                   , 
USC00470265 ,    44.277,   -88.438, YYY...., APPLETON                 , 
USC00470307 ,    43.333,   -89.367, YYY...., ARLINGTON                , 
USC00470308 ,    43.301,   -89.327, YYY...., ARLINGTON UNIV FARM      , 
USC00470347 ,    46.552,   -90.916, YYY...., ASHLAND 3S               , 
USC00470349 ,    46.583,   -90.968, YYY...., ASHLAND EXP FARM         , 1994-2005
USC00470516 ,    43.458,   -89.727, YYY...., BARABOO                  , 
USC00470603 ,    46.883,   -90.817, YYY...., BAYFIELD 6 N             , 
USC00470645 ,    43.445,   -88.848, YYY...., BEAVER DAM               , 
USC00470742 ,    43.990,   -88.941, YYY...., BERLIN WWTP              , 
USC00470786 ,    45.917,   -89.533, YYY...., BIG ST GERMAIN DAM       , 
USC00470991 ,    44.856,   -88.989, YYY...., BOWLER                   , 
USC00471039 ,    45.867,   -88.233, ..Y...., BREAKWATER               , 
USC00471044 ,    44.988,   -88.377, YYY...., BREED 6 SSE              , 
USC00471064 ,    44.161,   -88.080, YYY...., BRILLION                 , 
USC00471131 ,    46.538,   -91.592, YYY...., BRULE RS                 , 1942-1949
USC00471139 ,    45.950,   -88.217, YYY...., BRULE ISLAND             , 
USC00471155 ,    46.030,   -89.309, ..Y...., BUCKATABON               , 
USC00471205 ,    42.651,   -88.254, YYY...., BURLINGTON               , 
USC00471213 ,    43.467,   -88.700, YYY...., BURNETT 3 S              , 
USC00471568 ,    44.033,   -88.147, YYY...., CHILTON                  , 
USC00471676 ,    44.623,   -88.748, YYY...., CLINTONVILLE             , 
USC00471708 ,    44.367,   -89.533, YYY...., CODDINGTON 1 E           , 
USC00471897 ,    45.358,   -88.192, YYY...., CRIVITZ HIGH FALLS       , 
USC00471970 ,    43.656,   -89.203, YYY...., DALTON                   , 
USC00471978 ,    46.009,   -92.374, YYY...., DANBURY                  , 
USC00472240 ,    46.333,   -91.267, YYY...., DRUMMOND                 , 
USC00472314 ,    45.917,   -89.256, YYY...., EAGLE RVR                , 1940-1948
USC00472447 ,    44.772,   -89.767, ..Y...., EAU PLEINE RSVR          , 
USC00472507 ,    43.800,   -88.633, YYY...., EL DORADO 1 SSW          , 
USC00472814 ,    46.067,   -90.233, ..Y...., FLAMBEAU RSVR            , 
USC00472826 ,    45.934,   -88.258, YYY...., FLORENCE                 , 
USC00472839 ,    43.795,   -88.453, YYY...., FOND DU LAC              , 
USC00472851 ,    44.700,   -87.397, YYY...., FORESTVILLE-4E           , 
USC00472889 ,    46.486,   -92.287, YYY...., FOXBORO                  , 
USC00472973 ,    43.975,   -89.831, YYY...., FRIENDSHIP               , 
USC00473058 ,    43.239,   -88.122, YYY...., GERMANTOWN               , 
USC00473174 ,    45.621,   -88.360, YYY...., GOODMAN SANITARY DIST    , 
USC00473186 ,    46.245,   -91.805, YYY...., GORDON                   , 1973-1977
USC00473268 ,    44.498,   -88.112, YYY...., GREEN BAY WFO            , 
USC00473271 ,    44.533,   -88.098, YYY...., GREEN BAY BOTANICAL      , 
USC00473332 ,    46.486,   -90.437, YYY...., SAXON 1WSW               , 
USC00473391 ,    42.938,   -88.030, YYY...., HALES CORNERS-WHITNALL PK, 
USC00473405 ,    44.119,   -89.536, YYY...., HANCOCK EXP FARM         , 
USC00473453 ,    43.331,   -88.411, YYY...., HARTFORD 2 W             , 
USC00473511 ,    46.000,   -91.507, YYY...., HAYWARD RS               , 
USC00473636 ,    45.673,   -88.904, ..Y...., ARGONNE 1.5-NW           , 
USC00473661 ,    43.641,   -87.905, YYY...., HINGHAM                  , 
USC00473756 ,    43.441,   -88.632, YYY...., HORICON                  , 
USC00473800 ,    46.462,   -90.196, YYY...., HURLEY                   , 
USC00474174 ,    42.561,   -87.816, YYY...., KENOSHA                  , 
USC00474195 ,    44.463,   -87.505, YYY...., KEWAUNEE                 , 
USC00474383 ,    46.121,   -89.076, ..Y...., LAC VIEUX DESERT         , 
