Master List of stations from stndata files. This is a template for the
GHCND data extraction/processing program.

Column 2 specifies which data can be extracted for each station.
The interpretation of this string of characters is:
  position 1 = TMIN
  position 2 = TMAX
  position 3 = PREC
  position 4 = TAVG
  position 5 = DEWP
  position 6 = WIND
  position 7 = CLDC
e.g. We may want to use everything EXCEPT precipitation, in which case
the string will be YY.YYYY
Y (upper or lower case) means yes (use it) while anything else means no.
A dot is used for no in hopes of making it easier to visualize at a glance.

The station name is also for user convenience and is not used.

The excluded years section for each station is usually blank, but in
some cases the station is one that we want to use except for a specific
period(s) during which it had obvious bad data.
If there are multiple periods they need to be separated by semicolons
Note that if an excluded period is specified it will apply to ALL data types.

station_id,   Latitude,  Longitude, UseData, station_name,              excluded_years
CA006154994 ,    43.833,   -79.350, ..Y...., MARKHAM WATERWORKS       , 1960-1964
CA006155071 ,    44.250,   -77.800, ..Y...., MEYERSBURG               , 1962-1964
CA006155097 ,    43.117,   -80.033, YYY...., MIDDLEPORT TS            , 
CA006155183 ,    43.317,   -79.967, YYY...., MILLGROVE                , 
CA006155187 ,    43.500,   -79.950, YYY...., MILTON KELSO             , 
CA006155722 ,    43.967,   -79.467, YYY...., OAK RIDGES               , 
CA006155744 ,    43.417,   -79.683, ..Y...., OAKVILLE                 , 
CA006155788 ,    43.917,   -80.050, YYY...., ORANGEVILLE              , 
CA006155790 ,    43.917,   -80.083, YYY...., ORANGEVILLE MOE          , 
CA006155854 ,    43.967,   -78.617, YYY...., ORONO                    , 
CA006155878 ,    43.867,   -78.833, YYY...., OSHAWA WPCP              , 
CA006155PD4 ,    43.433,   -79.700, YYY...., OAKVILLE GERARD          , 
CA006156515 ,    43.900,   -79.050, YYY...., PICKERING AUDLEY         , 
CA006156533 ,    44.017,   -77.133, YYY...., PICTON                   , 
CA006156545 ,    43.800,   -79.583, ..Y...., PINE GROVE               , 1955-1968
CA006156670 ,    43.950,   -78.283, YYY...., PORT HOPE                , 
CA006156682 ,    44.150,   -78.967, .YY...., PORT PERRY NONQUON       , 
CA006157012 ,    43.883,   -79.450, YYY...., RICHMOND HILL            , 
CA006157014 ,    43.867,   -79.433, YYY...., RICHMOND HILL WPCP       , 
CA006157194 ,    43.817,   -79.133, ..Y...., ROUGE PARK               , 1960-1964
CA006157431 ,    43.800,   -79.800, ..Y...., SANDHILL                 , 
CA006157685 ,    44.100,   -79.433, ..Y...., SHARON                   , 
CA006157831 ,    44.083,   -77.667, YYY...., SMITHFIELD CDA           , 
CA006158050 ,    44.317,   -77.633, YYY...., STIRLING                 , 
CA006158080 ,    44.000,   -79.267, ..Y...., STOUFFVILLE              , 
CA006158084 ,    43.967,   -79.250, YYY...., STOUFFVILLE WPCP         , 
CA006158255 ,    43.800,   -79.417, ..Y...., THORNHILL GRANDVIEW      , 
CA006158350 ,    43.667,   -79.400, YYY...., TORONTO                  , 2002-2018
CA006158355 ,    43.667,   -79.400, YYY...., TORONTO CITY             , 
CA006158363 ,    43.783,   -79.267, YYY...., TORONTO AGINCOURT        , 
CA006158386 ,    43.733,   -79.500, ..Y...., TORONTO BEVERLEY HILLS   , 
CA006158443 ,    43.750,   -79.483, YYY...., TORONTO DOWNSVIEW A      , 
CA006158474 ,    43.717,   -79.483, ..Y...., TORONTO DOWNSVIEW S      , 
CA006158520 ,    43.767,   -79.267, YYY...., TORONTO ELLESMERE        , 
CA006158665 ,    43.633,   -79.400, YYY...., TORONTO ISLAND A         , 
CA006158691 ,    43.650,   -79.550, YYY...., TORONTO ISLINGTON        , 
CA006158733 ,    43.683,   -79.633, YYY...., TORONTO LESTER B. PEARSON, 
CA006158762 ,    43.683,   -79.450, ..Y...., TORONTO NORTHCLIFFE      , 
CA006158779 ,    43.717,   -79.383, ..Y...., TORONTO SUNNYBROOK       , 
CA006158875 ,    44.117,   -77.533, YYY...., TRENTON A                , 
CA006158885 ,    44.133,   -77.600, ..Y...., TRENTON ONT HYDRO        , 
CA006158888 ,    44.117,   -77.567, YYY...., TRENTON MOE              , 
CA006159010 ,    44.500,   -77.283, YYY...., TWEED                    , 
CA006159048 ,    44.017,   -78.733, YYY...., TYRONE                   , 
CA006159124 ,    44.117,   -79.100, YYY...., UXBRIDGE 2               , 
CA006159127 ,    43.383,   -80.133, YYY...., VALENS                   , 
CA006159575 ,    43.783,   -79.600, YYY...., WOODBRIDGE               , 1992-1994
CA006159651 ,    44.200,   -77.717, YYY...., WOOLER                   , 
CA00615EMR7 ,    44.050,   -77.300, YYY...., MOUNTAINVIEW             , 
CA00615HMAK ,    43.867,   -79.367, YYY...., TORONTO BUTTONVILLE A    , 
CA00615N745 ,    43.483,   -79.633, YYY...., OAKVILLE SOUTHEAST WPCP  , 
CA00615S001 ,    43.783,   -79.467, YYY...., TORONTO NORTH YORK       , 
CA006160465 ,    45.050,   -77.850, YYY...., BANCROFT                 , 
CA006162375 ,    44.533,   -78.733, ..Y...., FENELON FALLS            , 
CA006162376 ,    44.583,   -78.750, ..Y...., FENELON FALLS            , 
CA006163156 ,    45.000,   -78.583, YYY...., HALIBURTON A             , 
CA006163171 ,    45.033,   -78.533, YYY...., HALIBURTON 3             , 
CA006164430 ,    44.350,   -78.750, YYY...., LINDSAY                  , 1961-1975
CA006164432 ,    44.350,   -78.733, YYY...., LINDSAY FILTRATION PLANT , 
CA006164433 ,    44.333,   -78.733, YYY...., LINDSAY FROST            , 
CA006164615 ,    44.483,   -78.950, YYY...., LORNEVILLE               , 
CA006165195 ,    44.933,   -78.717, YYY...., MINDEN                   , 
CA006166416 ,    44.283,   -78.317, YYY...., PETERBOROUGH             , 
CA006166418 ,    44.233,   -78.367, YYY...., PETERBOROUGH A           , 
CA006166428 ,    44.317,   -78.400, YYY...., PETERBOROUGH DOBBIN TS   , 
CA006166443 ,    44.333,   -78.317, ..Y...., PETERBOROUGH ONT HYDRO   , 
CA006166450 ,    44.283,   -78.317, YYY...., PETERBOROUGH STP         , 
CA006166455 ,    44.367,   -78.300, YYY...., PETERBOROUGH TRENT U     , 
CA006168100 ,    44.217,   -78.950, ..Y...., SONYA SUNDANCE MEADOWS   , 
CA006169453 ,    45.100,   -78.683, YYY...., WEST GUILFORD            , 
CA00616I001 ,    45.067,   -77.883, YYY...., BANCROFT AUTO            , 
CA00616RKR0 ,    44.467,   -78.133, ..Y...., WARSAW                   , 
USC00110203 ,    42.481,   -88.099, YYY...., ANTIOCH                  , 
USC00110247 ,    42.033,   -87.967, ..Y...., ARLINGTON HEIGTS 4 SS    , 
USC00110442 ,    42.115,   -88.164, YYY...., BARRINGTON 3SW           , 
USC00111497 ,    42.140,   -87.785, YYY...., CHICAGO BOTANIC GARDEN   , 
USC00111577 ,    41.737,   -87.778, YYY...., CHICAGO MIDWAY AP 3SW    , 
USC00111648 ,    41.850,   -87.767, YYY...., CICERO                   , 
USC00112048 ,    42.261,   -88.395, ..Y...., CRYSTAL LAKE 4NW         , 
USC00112736 ,    42.063,   -88.286, YYY...., ELGIN                    , 
USC00113490 ,    41.827,   -88.058, ..Y...., GLEN ELLYN 4S            , 
USC00113738 ,    42.366,   -87.953, ..Y...., GURNEE PUBLIC WORKS      , 
USC00114530 ,    41.503,   -88.103, YYY...., JOLIET BRANDON RD DAM    , 
USC00114603 ,    41.135,   -87.886, YYY...., KANKAKEE METRO WASTEWATER, 
USC00114837 ,    42.431,   -88.059, YYY...., LAKE VILLA 2NE           , 
USC00115110 ,    41.709,   -87.876, ..Y...., LITTLE RED SCHOOL HSE    , 
USC00115493 ,    42.309,   -88.253, YYY...., MC HENRY -WG STRATTON L&D, 
USC00115498 ,    42.317,   -88.250, ..Y...., MC HENRY 2 S             , 
USC00115758 ,    41.181,   -87.573, ..Y...., MOMENCE 5ENE             , 
USC00115763 ,    41.394,   -87.764, ..Y...., MONEE RSVR               , 
USC00115961 ,    42.255,   -88.078, YYY...., MUNDELEIN 4 WSW          , 
USC00116616 ,    41.495,   -87.680, YYY...., PARK FOREST              , 
USC00116725 ,    41.334,   -87.789, ..Y...., PEOTONE                  , 
USC00116849 ,    41.639,   -88.188, ..Y...., PLAINFIELD 3 NE          , 
USC00117457 ,    41.604,   -88.085, YYY...., ROMEOVILLE WFO           , 
USC00118194 ,    41.023,   -87.718, ..Y...., ST ANNE                  , 
USC00118324 ,    42.026,   -88.178, YYY...., STREAMWOOD               , 
USC00119029 ,    42.349,   -87.883, YYY...., WAUKEGAN                 , 
USC00119221 ,    41.813,   -88.073, YYY...., WHEATON 3 SE             , 
USC00120076 ,    41.400,   -85.333, YYY...., ALBION 5 E               , 
USC00120200 ,    41.664,   -85.018, YYY...., ANGOLA                   , 
USC00120334 ,    41.333,   -85.050, YYY...., AUBURN 2 SSE             , 
USC00120676 ,    40.668,   -84.930, YYY...., BERNE WWTP               , 
USC00120824 ,    40.783,   -85.167, ..Y...., BLUFFTON                 , 
USC00120830 ,    40.814,   -85.155, YYY...., BLUFFTON 6N              , 
USC00120831 ,    40.733,   -85.167, YYY...., BLUFFTON WTR WKS         , 
USC00121187 ,    41.408,   -84.854, ..Y...., BUTLER 1 SE              , 
USC00121734 ,    41.150,   -85.483, YYY...., COLUMBIA CITY            , 
USC00121739 ,    41.145,   -85.490, YYY...., COLUMBIA CITY            , 
USC00121940 ,    41.439,   -87.354, ..Y...., CROWN PT 1N              , 
USC00121952 ,    41.167,   -86.467, YYY...., CULVER EXP FARM          , 
USC00122096 ,    40.848,   -84.930, YYY...., DECATUR 1 N              , 
USC00122589 ,    41.683,   -85.967, ..Y...., ELKHART                  , 
USC00122594 ,    41.678,   -86.002, ..Y...., ELKHART PUB WKS & UT     , 
USC00122825 ,    40.254,   -85.148, YYY...., FARMLAND 5 NNW           , 
USC00123027 ,    41.100,   -85.117, ..Y...., FT WAYNE DISPOSAL PLT    , 
USC00123207 ,    41.337,   -85.120, YYY...., GARRETT 1 S              , 
USC00123213 ,    41.617,   -87.383, YYY...., GARY                     , 
USC00123418 ,    41.557,   -85.882, YYY...., GOSHEN 3SW               , 
USC00123777 ,    40.436,   -85.289, YYY...., HARTFORD CITY 4 ESE      , 
USC00124008 ,    41.542,   -87.288, YYY...., HOBART 2 WNW             , 1994-1997
USC00124176 ,    40.883,   -85.500, YYY...., HUNTINGTON               , 
USC00124181 ,    40.856,   -85.498, YYY...., HUNTINGTON               , 
USC00124244 ,    41.632,   -87.088, YYY...., INDIANA DUNES NL         , 2016-2019
USC00124492 ,    41.450,   -85.250, YYY...., KENDALLVILLE             , 
USC00124613 ,    41.537,   -86.702, ..Y...., KINGSBURY 1N             , 
USC00124657 ,    41.305,   -86.629, ..Y...., KNOX WWTP                , 
USC00124730 ,    41.648,   -85.412, YYY...., LAGRANGE                 , 
USC00124778 ,    41.086,   -87.383, ..Y...., LAKE VILLAGE 7SE         , 
USC00124782 ,    41.527,   -86.269, YYY...., LAKEVILLE                , 
USC00124837 ,    41.612,   -86.730, YYY...., LAPORTE                  , 
USC00125174 ,    41.265,   -87.418, YYY...., LOWELL                   , 
USC00125815 ,    40.987,   -84.884, ..Y...., MONROEVILLE 1 NW         , 
USC00126401 ,    41.173,   -86.757, ..Y...., N JUDSON 3 S             , 
USC00126542 ,    41.617,   -87.183, YYY...., OGDEN DUNES              , 
USC00126989 ,    41.339,   -86.336, YYY...., PLYMOUTH                 , 
USC00127028 ,    41.333,   -86.317, YYY...., PLYMOUTH PWR SUBSTN      , 
USC00127069 ,    40.417,   -84.993, YYY...., PORTLAND 1 SW            , 
USC00127102 ,    41.640,   -85.197, YYY...., PRAIRIE HEIGHTS          , 
USC00127398 ,    40.255,   -84.996, ..Y...., RIDGEVILLE 3 SSE         , 
USC00127482 ,    41.066,   -86.210, YYY...., ROCHESTER                , 
USC00127747 ,    40.383,   -84.867, YYY...., SALAMONIA                , 
USC00128999 ,    41.511,   -87.038, YYY...., VALPARAISO WTR WKS       , 
USC00129222 ,    41.444,   -86.929, YYY...., WANATAH 2 WNW            , 
USC00129240 ,    41.263,   -85.868, YYY...., WARSAW                   , 
USC00129243 ,    41.172,   -85.919, ..Y...., WARSAW 5SW               , 
USC00129271 ,    41.493,   -85.045, YYY...., WATERLOO 2 NW            , 
USC00129511 ,    41.195,   -87.058, YYY...., WHEATFIELD               , 
USC00129570 ,    41.650,   -87.483, YYY...., WHITING                  , 
USC00129678 ,    40.171,   -84.921, YYY...., WINCHESTER AIRPORT 3 E   , 
USC00200032 ,    41.916,   -84.016, YYY...., ADRIAN 2 NNE             , 
USC00200089 ,    46.645,   -88.481, YYY...., ALBERTA FORD FOR CTR     , 2005-2017
USC00200094 ,    42.249,   -84.774, ..Y...., ALBION                   , 
USC00200128 ,    42.580,   -85.789, YYY...., ALLEGAN 5NE              , 
USC00200146 ,    43.387,   -84.648, YYY...., ALMA                     , 
USC00200197 ,    46.235,   -88.454, YYY...., AMASA 1W                 , 1992-2004
USC00200228 ,    42.242,   -83.693, YYY...., ANN ARBOR SE             , 
USC00200230 ,    42.298,   -83.664, YYY...., ANN ARBOR U OF MICH      , 
USC00200417 ,    43.808,   -82.994, YYY...., BAD AXE                  , 
USC00200446 ,    43.901,   -85.851, YYY...., BALDWIN                  , 2006-2011
USC00200485 ,    46.783,   -88.483, YYY...., BARAGA                   , 
USC00200552 ,    42.367,   -85.267, YYY...., BATTLE CREEK 5NW         , 
USC00200568 ,    43.617,   -83.867, YYY...., BAY CITY                 , 
USC00200632 ,    43.880,   -84.474, ..Y...., BEAVERTON 1ESE           , 
USC00200647 ,    46.183,   -88.883, YYY...., BEECHWOOD 7 WNW          , 
USC00200710 ,    42.124,   -86.427, YYY...., BENTON HARBOR AP         , 
USC00200718 ,    46.587,   -89.547, YYY...., BERGLAND DAM             , 
USC00200758 ,    44.532,   -86.131, YYY...., BEULAH 7SSW              , 
USC00200770 ,    46.833,   -87.750, YYY...., BIG BAY 1NW              , 1963-1977;1992-2001
USC00200779 ,    43.707,   -85.482, YYY...., BIG RAPIDS WTR WKS       , 
USC00200864 ,    42.384,   -85.963, YYY...., BLOOMINGDALE             , 
USC00200925 ,    45.167,   -84.914, YYY...., BOYNE FALLS              , 
USC00201299 ,    43.484,   -83.392, YYY...., CARO WWTP                , 
USC00201361 ,    43.586,   -83.180, YYY...., CASS CITY 1 SSW          , 1958-1977;2011-2014
USC00201435 ,    46.499,   -87.845, YYY...., CLARKSBURG               , 
USC00201439 ,    46.519,   -87.986, YYY...., CHAMPION VAN RIPER PK    , 2003-2011
USC00201468 ,    45.317,   -85.267, YYY...., CHARLEVOIX               , 
USC00201476 ,    42.550,   -84.826, YYY...., CHARLOTTE                , 
USC00201484 ,    46.350,   -86.933, YYY...., CHATHAM EXP FA           , 
USC00201486 ,    46.341,   -86.924, YYY...., CHATHAM EXP FARM 2       , 
USC00201492 ,    45.653,   -84.472, YYY...., CHEBOYGAN                , 
USC00201502 ,    42.326,   -84.013, YYY...., CHELSEA                  , 
USC00201522 ,    43.194,   -84.111, ..Y...., CHESANING                , 
USC00201675 ,    41.962,   -84.993, YYY...., COLDWATER ST SCHOOL      , 
USC00201800 ,    45.883,   -87.300, YYY...., CORNELL 4 WSW            , 1961-1973
USC00201802 ,    45.827,   -87.159, YYY...., CORNELL 5SE              , 
USC00201818 ,    42.999,   -84.074, YYY...., CORUNNA 2 NE             , 
USC00201896 ,    45.641,   -85.014, YYY...., CROSS VILLAGE 1E         , 
USC00201922 ,    46.167,   -88.233, YYY...., CRYSTAL FALLS 6 NE       , 
USC00202015 ,    42.319,   -83.238, YYY...., DEARBORN                 , 
USC00202094 ,    45.998,   -83.901, YYY...., DETOUR VILLAGE           , 
USC00202140 ,    42.641,   -84.650, ..Y...., DIMONDALE 1 WSW          , 1940-1979
USC00202250 ,    41.986,   -86.132, YYY...., DOWAGIAC 1 W             , 
USC00202298 ,    46.317,   -84.233, YYY...., DUNBAR FOREST EXP STN    , 
USC00202308 ,    41.955,   -83.649, YYY...., DUNDEE                   , 
USC00202328 ,    42.927,   -83.989, YYY...., DURAND WWTP              , 
USC00202332 ,    47.467,   -88.167, YYY...., EAGLE HARBOR             , 
USC00202393 ,    42.700,   -84.467, YYY...., EAST LANSING EXP FARM    , 
USC00202395 ,    42.674,   -84.485, YYY...., EAST LANSING 4 S         , 
USC00202423 ,    44.284,   -83.504, YYY...., EAST TAWAS               , 
USC00202437 ,    42.517,   -84.653, ..Y...., EATON RAPIDS             , 2007-2011
USC00202445 ,    42.015,   -86.243, YYY...., EAU CLAIRE 4 NE          , 
USC00202631 ,    43.616,   -83.845, YYY...., ESSEXVILLE               , 
USC00202671 ,    43.917,   -85.267, YYY...., EVART                    , 
USC00202691 ,    42.467,   -83.362, YYY...., FARMINGTON               , 
USC00202737 ,    45.667,   -86.717, YYY...., FAYETTE 4 SW             , 
USC00202784 ,    44.550,   -85.417, YYY...., FIFE LAKE 4 SW           , 1973-1975
USC00202804 ,    43.916,   -83.083, YYY...., FILION 5NNW              , 
USC00202851 ,    43.038,   -83.769, YYY...., FLINT 7W                 , 
USC00202984 ,    44.648,   -86.210, YYY...., FRANKFORT 2NE            , 
USC00203096 ,    45.033,   -84.711, YYY...., GAYLORD                  , 
USC00203099 ,    44.907,   -84.719, YYY...., GAYLORD 9SSW             , 
USC00203278 ,    42.916,   -83.510, YYY...., GOODRICH                 , 
USC00203290 ,    43.062,   -86.224, YYY...., GRAND HAVEN FIRE DEPT    , 
USC00203295 ,    43.061,   -86.205, ..Y...., GRAND HAVEN WWTP         , 
USC00203306 ,    42.763,   -84.762, ..Y...., GRAND LEDGE 1 NW         , 
USC00203337 ,    42.967,   -85.667, YYY...., GRAND RAPIDS WB CITY     , 
USC00203391 ,    44.655,   -84.700, YYY...., GRAYLING                 , 
USC00203429 ,    43.203,   -85.242, YYY...., GREENVILLE 2 NNE         , 
USC00203477 ,    42.408,   -82.889, YYY...., GROSSE POINTE FARMS      , 
USC00203504 ,    42.394,   -85.385, YYY...., GULL LAKE BIOLOGICAL STN , 
USC00203529 ,    44.463,   -83.722, YYY...., HALE LOUD DAM            , 
USC00203585 ,    43.832,   -82.643, YYY...., HARBOR BEACH 1 SSE       , 1990-1997
USC00203616 ,    44.033,   -84.800, ..Y...., HARRISON 1 NNW           , 
USC00203624 ,    44.650,   -83.300, YYY...., HARRISVILLE              , 
USC00203628 ,    44.682,   -83.281, YYY...., HARRISVILLE 2NNE         , 
USC00203632 ,    43.675,   -86.424, YYY...., HART 3 WSW               , 1993-1997
USC00203661 ,    42.642,   -85.288, YYY...., HASTINGS                 , 
USC00203744 ,    46.665,   -88.377, YYY...., HERMAN                   , 
USC00203769 ,    43.591,   -86.106, YYY...., HESPERIA 4 WNW           , 
USC00203785 ,    44.517,   -84.750, YYY...., HIGGINS LAKE             , 1970-1979
USC00203823 ,    41.935,   -84.641, YYY...., HILLSDALE                , 
USC00203858 ,    42.799,   -86.205, YYY...., HOLLAND WTP              , 
USC00203932 ,    44.312,   -84.892, YYY...., HOUGHTON LAKE 6 WSW      , 
USC00203947 ,    42.594,   -83.933, ..Y...., HOWELL WWTP              , 
USC00203962 ,    44.850,   -83.600, ..Y...., HUBBARD LAKE DAM         , 
USC00203969 ,    41.848,   -84.294, ..Y...., HUDSON 3 E               , 
USC00204078 ,    42.953,   -85.078, YYY...., IONIA 2SSW               , 
USC00204090 ,    45.786,   -88.084, YYY...., IRON MTN-KINGSFORD WWTP  , 
USC00204104 ,    46.466,   -90.189, YYY...., IRONWOOD                 , 
USC00204127 ,    46.483,   -87.650, YYY...., ISHPEMING                , 
USC00204244 ,    42.283,   -85.600, YYY...., KALAMAZOO STATE HOSPITAL , 
USC00204257 ,    44.728,   -85.173, YYY...., KALKASKA                 , 
USC00204320 ,    43.199,   -85.772, ..Y...., KENT CITY 2 SW           , 
USC00204328 ,    46.486,   -88.892, YYY...., KENTON                   , 1940-1942;1991-1999
USC00204502 ,    44.309,   -85.205, YYY...., LAKE CITY EXP FARM       , 
USC00204623 ,    46.733,   -88.450, ..Y...., L ANSE 2 S               , 
USC00204655 ,    43.061,   -83.308, YYY...., LAPEER WWTP              , 
USC00204793 ,    42.813,   -83.804, YYY...., LINDEN WWTP              , 
USC00204808 ,    43.263,   -82.533, YYY...., LEXINGTON WTP            , 
USC00204939 ,    42.925,   -85.343, ..Y...., LOWELL 1 SE              , 1940-1975;2005-2010
USC00204944 ,    42.929,   -85.340, ..Y...., LOWELL                   , 
USC00204954 ,    43.907,   -86.394, YYY...., LUDINGTON 4 SE           , 
USC00204967 ,    44.420,   -84.023, YYY...., LUPTON 1S                , 
USC00205000 ,    45.783,   -84.733, YYY...., MACKINAW CITY 2          , 
USC00205050 ,    42.151,   -84.024, YYY...., MANCHESTER               , 
USC00205065 ,    44.211,   -86.294, YYY...., MANISTEE 3SE             , 
USC00205073 ,    45.951,   -86.251, YYY...., MANISTIQUE WWTP          , 
USC00205097 ,    44.855,   -85.835, YYY...., MAPLE CITY 1E            , 
USC00205254 ,    43.350,   -85.050, ..Y...., MC BRIDES                , 
USC00205434 ,    43.609,   -84.201, YYY...., MIDLAND                  , 
USC00205436 ,    43.595,   -84.236, YYY...., MIDLAND 2                , 
USC00205451 ,    42.081,   -83.677, YYY...., MILAN WWTP               , 
USC00205452 ,    42.579,   -83.684, YYY...., MILFORD GM PROVING GROUND, 
USC00205488 ,    43.284,   -83.479, ..Y...., MILLINGTON 3 SE          , 
USC00205531 ,    44.661,   -84.132, YYY...., MIO HYDRO PLT            , 
USC00205558 ,    41.914,   -83.394, YYY...., MONROE                   , 
USC00205567 ,    43.461,   -86.418, YYY...., MONTAGUE 4 NW            , 
USC00205591 ,    45.990,   -84.836, YYY...., MORAN                    , 
USC00205603 ,    41.722,   -84.215, YYY...., MORENCI                  , 
USC00205662 ,    43.586,   -84.769, YYY...., CENTRAL MICHIGAN UNIV    , 
USC00205690 ,    46.412,   -86.662, YYY...., MUNISING                 , 1974-1999
USC00205803 ,    43.483,   -85.633, YYY...., NEWAYGO HARDY DAM        , 
USC00205807 ,    42.650,   -82.805, ..Y...., NEW BALTIMORE 5SW        , 
USC00205816 ,    46.329,   -85.503, YYY...., NEWBERRY CORRECTIONAL FAC, 1940-1949;1993-2011
USC00205822 ,    41.950,   -83.280, YYY...., NEWPORT 4SSE             , 
USC00205892 ,    41.841,   -86.266, ..Y...., NILES                    , 
USC00206007 ,    45.132,   -85.647, YYY...., NORTHPORT 2W             , 
USC00206012 ,    44.883,   -85.675, YYY...., NW MICHIGAN RSCH FM      , 
USC00206020 ,    41.883,   -85.417, ..Y...., NOTTAWA 3 SE             , 
USC00206158 ,    44.921,   -85.516, YYY...., OLD MISSION 3SSW         , 2002-2019
USC00206184 ,    45.411,   -84.223, YYY...., ONAWAY 4N                , 
USC00206210 ,    46.867,   -89.317, YYY...., ONTONAGON                , 
USC00206220 ,    46.834,   -89.207, YYY...., ONTONAGON 6 SE           , 
USC00206300 ,    43.016,   -84.180, YYY...., OWOSSO WWTP              , 
USC00206303 ,    42.809,   -83.257, ..Y...., OXFORD 1S                , 
USC00206404 ,    42.217,   -85.900, YYY...., PAW PAW                  , 
USC00206507 ,    45.373,   -84.977, YYY...., PETOSKEY                 , 
USC00206658 ,    42.639,   -83.256, YYY...., PONTIAC WWTP             , 
USC00206662 ,    44.047,   -82.970, YYY...., PORT AUSTIN WWTP         , 
USC00206663 ,    43.948,   -82.714, YYY...., PORT HOPE                , 
USC00206680 ,    42.975,   -82.419, YYY...., PORT HURON               , 
USC00206686 ,    45.967,   -85.867, ..Y...., PORT INLAND              , 
USC00206982 ,    42.878,   -82.796, YYY...., RICHMOND 4 NNW           , 
USC00207068 ,    46.067,   -87.150, ..Y...., ROCK 1 E                 , 
USC00207089 ,    45.383,   -83.833, YYY...., ROGERS CITY 3 S          , 
USC00207094 ,    45.417,   -83.816, YYY...., ROGERS CITY              , 
USC00207097 ,    42.817,   -83.017, ..Y...., ROMEO 1 N                , 
USC00207190 ,    46.296,   -84.576, YYY...., RUDYARD 4N               , 
USC00207217 ,    43.450,   -83.967, YYY...., SAGINAW CONSUMERS PWR    , 
USC00207222 ,    43.412,   -83.956, YYY...., SAGINAW #3               , 
USC00207253 ,    43.300,   -84.167, YYY...., SAINT CHARLES            , 
USC00207274 ,    45.849,   -84.723, YYY...., ST IGNACE MACKINAC BR    , 1996-2010
USC00207277 ,    45.691,   -85.546, YYY...., ST JAMES 4SSW BEAVER     , 
USC00207280 ,    43.011,   -84.554, YYY...., SAINT JOHNS              , 
USC00207308 ,    42.161,   -83.782, ..Y...., SALINE WWTP              , 
USC00207350 ,    43.419,   -82.819, YYY...., SANDUSKY                 , 1986-1998
USC00207364 ,    46.487,   -84.409, YYY...., SAULT STE MARIE          , 
USC00207405 ,    43.967,   -86.267, ..Y...., SCOTTVILLE 1 NE          , 
USC00207419 ,    43.732,   -83.459, ..Y...., SEBEWAING                , 
USC00207515 ,    46.283,   -85.950, YYY...., SENEY WR                 , 1987-1996
USC00207690 ,    42.401,   -86.282, YYY...., S HAVEN                  , 2011-2019
USC00207742 ,    45.702,   -87.526, ..Y...., SPALDING 1 NW            , 
USC00207812 ,    46.056,   -88.627, YYY...., STAMBAUGH 2SSE           , 
USC00207820 ,    44.013,   -83.898, YYY...., STANDISH 4NE             , 
USC00207867 ,    45.390,   -87.703, YYY...., STEPHENSON 5WSW          , 2004-2010
USC00207880 ,    46.183,   -86.467, ..Y...., STEUBEN                  , 
USC00208032 ,    45.017,   -85.700, ..Y...., SUTTONS BAY 4 NW         , 
USC00208043 ,    46.601,   -85.224, YYY...., TAHQUAMENON FALLS SP     , 
USC00208080 ,    42.003,   -83.934, YYY...., TECUMSEH                 , 
USC00208167 ,    44.517,   -85.933, ..Y...., THOMPSONVILLE            , 
USC00208184 ,    41.930,   -85.639, YYY...., THREE RIVERS             , 
USC00208202 ,    42.028,   -84.111, YYY...., TIPTON 2WNW              , 
USC00208249 ,    44.761,   -85.644, YYY...., TRAVERSE CITY MUNSON     , 
USC00208293 ,    46.180,   -85.031, YYY...., TROUT LAKE 1SW           , 1976-1988
USC00208417 ,    45.170,   -84.440, YYY...., VANDERBILT 11ENE         , 
USC00208443 ,    43.366,   -83.583, YYY...., VASSAR                   , 1961-1999
USC00208468 ,    43.392,   -84.909, ..Y...., VESTABURG                , 
USC00208680 ,    46.278,   -89.174, YYY...., WATERSMEET               , 2007-2014
USC00208725 ,    42.267,   -83.350, YYY...., WAYNE                    , 
USC00208772 ,    44.259,   -85.939, ..Y...., WELLSTON TIPPY DAM       , 
USC00208774 ,    44.229,   -85.957, YYY...., WELLSTON 1N              , 
USC00208800 ,    44.254,   -84.201, YYY...., W BRANCH 3SE             , 
USC00208890 ,    43.549,   -85.584, ..Y...., WHITE CLOUD 9E           , 
USC00208920 ,    46.748,   -84.986, YYY...., WHITEFISH PT             , 
USC00208941 ,    42.698,   -83.472, YYY...., WHITE LAKE 4E            , 
USC00209006 ,    42.710,   -84.250, ..Y...., WILLIAMSTON 3NE          , 1940-1943
USC00209014 ,    42.083,   -83.583, YYY...., WILLIS 5 SSW             , 1940-1944
USC00209110 ,    42.201,   -83.169, ..Y...., WYANDOTTE                , 
USC00209188 ,    43.145,   -82.801, ..Y...., YALE 1 NNW               , 
USC00210387 ,    47.712,   -91.953, YYY...., BABBITT                  , 
USC00210390 ,    47.683,   -91.917, YYY...., BABBITT 2 SE             , 
USC00210989 ,    47.247,   -91.862, YYY...., BRIMSON 2S               , 
USC00211074 ,    46.300,   -92.534, YYY...., BRUNO 7ENE               , 
USC00211630 ,    46.705,   -92.524, YYY...., CLOQUET                  , 
USC00211771 ,    47.895,   -92.534, YYY...., COOK 8NE                 , 
USC00211776 ,    47.867,   -93.067, YYY...., COOK 18 W                , 
USC00211840 ,    47.169,   -92.463, YYY...., COTTON                   , 2014-2019
